exp_id,var,em,horizon_start,date,h,mean,actual,lag12,yoy_fc,yoy_act,gap_pp,pass
B11-M-136,FCPI,EM7,2025-07-01,2025-08-01,2,238.6582,236.3,229.7,3.9,2.8733,1.0267,False
B11-M-136,FCPI,EM7,2025-07-01,2025-09-01,3,238.8225,236.6,227.9,4.7927,3.8175,0.9752,False
B11-M-136,FCPI,EM7,2025-07-01,2025-10-01,4,239.2681,236.4,227.1,5.358,4.0951,1.2629,False
B11-M-136,FCPI,EM7,2025-07-01,2025-11-01,5,240.9521,236.1,228.0,5.6808,3.5526,2.1281,False
B11-M-136,FCPI,EM7,2025-07-01,2025-12-01,6,243.541,244.3,233.9,4.1219,4.4463,-0.3245,True
B11-M-136,FCPI,EM7,2025-07-01,2026-01-01,7,244.2886,244.3,236.3,3.3807,3.3855,-0.0048,True
B11-M-136,FCPI,EM7,2025-07-01,2026-02-01,8,244.3267,239.4,236.8,3.1785,1.098,2.0805,False
B11-M-136,FCPI,EM7,2025-07-01,2026-03-01,9,243.7463,237.9,236.2,3.1949,0.7197,2.4752,False
B11-M-136,FCPI,EM7,2025-07-01,2026-04-01,10,243.5905,240.4,237.8,2.435,1.0934,1.3417,False
B11-M-136,FCPI,EM7,2025-07-01,2026-05-01,11,245.7326,244.3,240.6,2.1333,1.5378,0.5954,False
B11-M-136,FCPI,EM7,2025-07-01,2026-06-01,12,248.4093,250.5,242.5,2.4368,3.299,-0.8621,False
B11-M-137,FCPI,EM7,2025-08-01,2025-08-01,1,235.9588,236.3,229.7,2.7248,2.8733,-0.1486,True
B11-M-137,FCPI,EM7,2025-08-01,2025-09-01,2,235.2046,236.6,227.9,3.2052,3.8175,-0.6123,False
B11-M-137,FCPI,EM7,2025-08-01,2025-10-01,3,235.5057,236.4,227.1,3.7013,4.0951,-0.3938,True
B11-M-137,FCPI,EM7,2025-08-01,2025-11-01,4,237.0843,236.1,228.0,3.9843,3.5526,0.4317,True
B11-M-137,FCPI,EM7,2025-08-01,2025-12-01,5,238.5187,244.3,233.9,1.9746,4.4463,-2.4717,False
B11-M-137,FCPI,EM7,2025-08-01,2026-01-01,6,238.1025,244.3,236.3,0.7628,3.3855,-2.6227,False
B11-M-137,FCPI,EM7,2025-08-01,2026-02-01,7,236.5916,239.4,236.8,-0.088,1.098,-1.186,False
B11-M-137,FCPI,EM7,2025-08-01,2026-03-01,8,235.7473,237.9,236.2,-0.1917,0.7197,-0.9114,False
B11-M-137,FCPI,EM7,2025-08-01,2026-04-01,9,236.8319,240.4,237.8,-0.4071,1.0934,-1.5005,False
B11-M-137,FCPI,EM7,2025-08-01,2026-05-01,10,237.8764,244.3,240.6,-1.132,1.5378,-2.6698,False
B11-M-137,FCPI,EM7,2025-08-01,2026-06-01,11,239.703,250.5,242.5,-1.1534,3.299,-4.4524,False
B11-M-137,FCPI,EM7,2025-08-01,2026-07-01,12,239.07,250.9,239.2,-0.0544,4.8913,-4.9457,False
B11-M-138,FCPI,EM7,2025-09-01,2025-09-01,1,239.3203,236.6,227.9,5.0111,3.8175,1.1936,False
B11-M-138,FCPI,EM7,2025-09-01,2025-10-01,2,238.6657,236.4,227.1,5.0928,4.0951,0.9977,False
B11-M-138,FCPI,EM7,2025-09-01,2025-11-01,3,239.1719,236.1,228.0,4.9,3.5526,1.3473,False
B11-M-138,FCPI,EM7,2025-09-01,2025-12-01,4,242.4155,244.3,233.9,3.6407,4.4463,-0.8057,False
B11-M-138,FCPI,EM7,2025-09-01,2026-01-01,5,242.9656,244.3,236.3,2.8208,3.3855,-0.5647,False
B11-M-138,FCPI,EM7,2025-09-01,2026-02-01,6,243.6617,239.4,236.8,2.8977,1.098,1.7997,False
B11-M-138,FCPI,EM7,2025-09-01,2026-03-01,7,244.9754,237.9,236.2,3.7152,0.7197,2.9955,False
B11-M-138,FCPI,EM7,2025-09-01,2026-04-01,8,248.098,240.4,237.8,4.3305,1.0934,3.2372,False
B11-M-138,FCPI,EM7,2025-09-01,2026-05-01,9,250.4967,244.3,240.6,4.1134,1.5378,2.5755,False
B11-M-138,FCPI,EM7,2025-09-01,2026-06-01,10,250.7381,250.5,242.5,3.3971,3.299,0.0982,True
B11-M-138,FCPI,EM7,2025-09-01,2026-07-01,11,251.9722,250.9,239.2,5.3395,4.8913,0.4482,True
B11-M-138,FCPI,EM7,2025-09-01,2026-08-01,12,255.0294,251.9,236.3,7.9261,6.6018,1.3243,False
B11-M-139,FCPI,EM8,2025-04-01,2025-04-01,1,237.5128,237.8,231.1,2.7749,2.8992,-0.1243,True
B11-M-139,FCPI,EM8,2025-04-01,2025-05-01,2,236.5018,240.6,227.3,4.0483,5.8513,-1.803,False
B11-M-139,FCPI,EM8,2025-04-01,2025-06-01,3,237.5823,242.5,232.8,2.0542,4.1667,-2.1124,False
B11-M-139,FCPI,EM8,2025-04-01,2025-07-01,4,238.9954,239.2,234.0,2.1348,2.2222,-0.0875,True
B11-M-139,FCPI,EM8,2025-04-01,2025-08-01,5,240.6047,236.3,229.7,4.7474,2.8733,1.874,False
B11-M-139,FCPI,EM8,2025-04-01,2025-09-01,6,243.0425,236.6,227.9,6.6444,3.8175,2.8269,False
B11-M-139,FCPI,EM8,2025-04-01,2025-10-01,7,246.2674,236.4,227.1,8.4401,4.0951,4.345,False
B11-M-139,FCPI,EM8,2025-04-01,2025-11-01,8,250.3715,236.1,228.0,9.8121,3.5526,6.2594,False
B11-M-139,FCPI,EM8,2025-04-01,2025-12-01,9,255.6955,244.3,233.9,9.3183,4.4463,4.872,False
B11-M-139,FCPI,EM8,2025-04-01,2026-01-01,10,256.7633,244.3,236.3,8.6599,3.3855,5.2744,False
B11-M-139,FCPI,EM8,2025-04-01,2026-02-01,11,258.3037,239.4,236.8,9.081,1.098,7.983,False
B11-M-139,FCPI,EM8,2025-04-01,2026-03-01,12,260.0285,237.9,236.2,10.0883,0.7197,9.3686,False
B11-M-140,FCPI,EM8,2025-05-01,2025-05-01,1,240.3119,240.6,227.3,5.7245,5.8513,-0.1268,True
B11-M-140,FCPI,EM8,2025-05-01,2025-06-01,2,244.9282,242.5,232.8,5.2097,4.1667,1.043,False
B11-M-140,FCPI,EM8,2025-05-01,2025-07-01,3,244.1628,239.2,234.0,4.3431,2.2222,2.1209,False
B11-M-140,FCPI,EM8,2025-05-01,2025-08-01,4,241.3468,236.3,229.7,5.0704,2.8733,2.1971,False
B11-M-140,FCPI,EM8,2025-05-01,2025-09-01,5,241.7553,236.6,227.9,6.0795,3.8175,2.2621,False
B11-M-140,FCPI,EM8,2025-05-01,2025-10-01,6,243.0175,236.4,227.1,7.009,4.0951,2.9139,False
B11-M-140,FCPI,EM8,2025-05-01,2025-11-01,7,245.9066,236.1,228.0,7.8538,3.5526,4.3011,False
B11-M-140,FCPI,EM8,2025-05-01,2025-12-01,8,249.407,244.3,233.9,6.6298,4.4463,2.1834,False
B11-M-140,FCPI,EM8,2025-05-01,2026-01-01,9,250.1335,244.3,236.3,5.8542,3.3855,2.4687,False
B11-M-140,FCPI,EM8,2025-05-01,2026-02-01,10,247.5036,239.4,236.8,4.5201,1.098,3.4221,False
B11-M-140,FCPI,EM8,2025-05-01,2026-03-01,11,244.863,237.9,236.2,3.6676,0.7197,2.9479,False
B11-M-140,FCPI,EM8,2025-05-01,2026-04-01,12,245.494,240.4,237.8,3.2355,1.0934,2.1421,False
B11-M-141,FCPI,EM8,2025-06-01,2025-06-01,1,248.12,242.5,232.8,6.5807,4.1667,2.4141,False
B11-M-141,FCPI,EM8,2025-06-01,2025-07-01,2,247.134,239.2,234.0,5.6128,2.2222,3.3906,False
B11-M-141,FCPI,EM8,2025-06-01,2025-08-01,3,243.1438,236.3,229.7,5.8527,2.8733,2.9794,False
B11-M-141,FCPI,EM8,2025-06-01,2025-09-01,4,241.6924,236.6,227.9,6.052,3.8175,2.2345,False
B11-M-141,FCPI,EM8,2025-06-01,2025-10-01,5,242.9443,236.4,227.1,6.9768,4.0951,2.8817,False
B11-M-141,FCPI,EM8,2025-06-01,2025-11-01,6,248.0888,236.1,228.0,8.8109,3.5526,5.2582,False
B11-M-141,FCPI,EM8,2025-06-01,2025-12-01,7,252.2597,244.3,233.9,7.8494,4.4463,3.403,False
B11-M-141,FCPI,EM8,2025-06-01,2026-01-01,8,252.8286,244.3,236.3,6.9948,3.3855,3.6092,False
B11-M-141,FCPI,EM8,2025-06-01,2026-02-01,9,249.1905,239.4,236.8,5.2325,1.098,4.1345,False
B11-M-141,FCPI,EM8,2025-06-01,2026-03-01,10,244.5505,237.9,236.2,3.5354,0.7197,2.8156,False
B11-M-141,FCPI,EM8,2025-06-01,2026-04-01,11,247.2274,240.4,237.8,3.9644,1.0934,2.871,False
B11-M-141,FCPI,EM8,2025-06-01,2026-05-01,12,250.0146,244.3,240.6,3.913,1.5378,2.3751,False
B11-M-142,FCPI,EM8,2025-07-01,2025-07-01,1,241.2628,239.2,234.0,3.1038,2.2222,0.8815,False
B11-M-142,FCPI,EM8,2025-07-01,2025-08-01,2,239.4764,236.3,229.7,4.2561,2.8733,1.3828,False
B11-M-142,FCPI,EM8,2025-07-01,2025-09-01,3,238.9337,236.6,227.9,4.8414,3.8175,1.024,False
B11-M-142,FCPI,EM8,2025-07-01,2025-10-01,4,238.8621,236.4,227.1,5.1792,4.0951,1.0841,False
B11-M-142,FCPI,EM8,2025-07-01,2025-11-01,5,241.5539,236.1,228.0,5.9447,3.5526,2.3921,False
B11-M-142,FCPI,EM8,2025-07-01,2025-12-01,6,244.7306,244.3,233.9,4.6305,4.4463,0.1841,True
B11-M-142,FCPI,EM8,2025-07-01,2026-01-01,7,244.6138,244.3,236.3,3.5183,3.3855,0.1328,True
B11-M-142,FCPI,EM8,2025-07-01,2026-02-01,8,243.0448,239.4,236.8,2.6372,1.098,1.5392,False
B11-M-142,FCPI,EM8,2025-07-01,2026-03-01,9,241.0862,237.9,236.2,2.0687,0.7197,1.3489,False
B11-M-142,FCPI,EM8,2025-07-01,2026-04-01,10,241.6017,240.4,237.8,1.5987,1.0934,0.5053,False
B11-M-142,FCPI,EM8,2025-07-01,2026-05-01,11,244.0288,244.3,240.6,1.4251,1.5378,-0.1127,True
B11-M-142,FCPI,EM8,2025-07-01,2026-06-01,12,247.3003,250.5,242.5,1.9795,3.299,-1.3195,False
B11-M-143,FCPI,EM8,2025-08-01,2025-08-01,1,237.8623,236.3,229.7,3.5535,2.8733,0.6801,False
B11-M-143,FCPI,EM8,2025-08-01,2025-09-01,2,237.4115,236.6,227.9,4.1736,3.8175,0.3561,True
B11-M-143,FCPI,EM8,2025-08-01,2025-10-01,3,238.0544,236.4,227.1,4.8236,4.0951,0.7285,False
B11-M-143,FCPI,EM8,2025-08-01,2025-11-01,4,239.2435,236.1,228.0,4.9314,3.5526,1.3787,False
B11-M-143,FCPI,EM8,2025-08-01,2025-12-01,5,240.8851,244.3,233.9,2.9864,4.4463,-1.46,False
B11-M-143,FCPI,EM8,2025-08-01,2026-01-01,6,241.0088,244.3,236.3,1.9927,3.3855,-1.3928,False
B11-M-143,FCPI,EM8,2025-08-01,2026-02-01,7,238.988,239.4,236.8,0.924,1.098,-0.174,True
B11-M-143,FCPI,EM8,2025-08-01,2026-03-01,8,238.1523,237.9,236.2,0.8265,0.7197,0.1068,True
B11-M-143,FCPI,EM8,2025-08-01,2026-04-01,9,239.9294,240.4,237.8,0.8955,1.0934,-0.1979,True
B11-M-143,FCPI,EM8,2025-08-01,2026-05-01,10,241.7728,244.3,240.6,0.4875,1.5378,-1.0504,False
B11-M-143,FCPI,EM8,2025-08-01,2026-06-01,11,243.7245,250.5,242.5,0.5049,3.299,-2.794,False
B11-M-143,FCPI,EM8,2025-08-01,2026-07-01,12,243.4361,250.9,239.2,1.7709,4.8913,-3.1204,False
B11-M-144,FCPI,EM8,2025-09-01,2025-09-01,1,236.3872,236.6,227.9,3.7241,3.8175,-0.0934,True
B11-M-144,FCPI,EM8,2025-09-01,2025-10-01,2,237.0948,236.4,227.1,4.4011,4.0951,0.306,True
B11-M-144,FCPI,EM8,2025-09-01,2025-11-01,3,238.0116,236.1,228.0,4.3911,3.5526,0.8384,False
B11-M-144,FCPI,EM8,2025-09-01,2025-12-01,4,239.5683,244.3,233.9,2.4234,4.4463,-2.0229,False
B11-M-144,FCPI,EM8,2025-09-01,2026-01-01,5,240.7437,244.3,236.3,1.8806,3.3855,-1.505,False
B11-M-144,FCPI,EM8,2025-09-01,2026-02-01,6,241.6357,239.4,236.8,2.0421,1.098,0.9441,False
B11-M-144,FCPI,EM8,2025-09-01,2026-03-01,7,242.4025,237.9,236.2,2.6259,0.7197,1.9062,False
B11-M-144,FCPI,EM8,2025-09-01,2026-04-01,8,243.4476,240.4,237.8,2.3749,1.0934,1.2816,False
B11-M-144,FCPI,EM8,2025-09-01,2026-05-01,9,244.638,244.3,240.6,1.6783,1.5378,0.1405,True
B11-M-144,FCPI,EM8,2025-09-01,2026-06-01,10,245.7099,250.5,242.5,1.3237,3.299,-1.9753,False
B11-M-144,FCPI,EM8,2025-09-01,2026-07-01,11,246.1277,250.9,239.2,2.8962,4.8913,-1.9951,False
B11-M-144,FCPI,EM8,2025-09-01,2026-08-01,12,246.5938,251.9,236.3,4.3562,6.6018,-2.2455,False
B11-M-145,FCPI,EM9,2025-04-01,2025-04-01,1,235.4207,237.8,231.1,1.8696,2.8992,-1.0295,False
B11-M-145,FCPI,EM9,2025-04-01,2025-05-01,2,236.5766,240.6,227.3,4.0812,5.8513,-1.7701,False
B11-M-145,FCPI,EM9,2025-04-01,2025-06-01,3,238.5558,242.5,232.8,2.4724,4.1667,-1.6942,False
B11-M-145,FCPI,EM9,2025-04-01,2025-07-01,4,238.7172,239.2,234.0,2.0159,2.2222,-0.2063,True
B11-M-145,FCPI,EM9,2025-04-01,2025-08-01,5,238.3893,236.3,229.7,3.7829,2.8733,0.9096,False
B11-M-145,FCPI,EM9,2025-04-01,2025-09-01,6,238.7372,236.6,227.9,4.7552,3.8175,0.9378,False
B11-M-145,FCPI,EM9,2025-04-01,2025-10-01,7,239.2494,236.4,227.1,5.3498,4.0951,1.2547,False
B11-M-145,FCPI,EM9,2025-04-01,2025-11-01,8,240.1951,236.1,228.0,5.3487,3.5526,1.7961,False
B11-M-145,FCPI,EM9,2025-04-01,2025-12-01,9,241.1076,244.3,233.9,3.0815,4.4463,-1.3649,False
B11-M-145,FCPI,EM9,2025-04-01,2026-01-01,10,241.0344,244.3,236.3,2.0035,3.3855,-1.382,False
B11-M-145,FCPI,EM9,2025-04-01,2026-02-01,11,240.6112,239.4,236.8,1.6095,1.098,0.5115,False
B11-M-145,FCPI,EM9,2025-04-01,2026-03-01,12,240.2409,237.9,236.2,1.7108,0.7197,0.9911,False
B11-M-146,FCPI,EM9,2025-05-01,2025-05-01,1,238.857,240.6,227.3,5.0845,5.8513,-0.7668,False
B11-M-146,FCPI,EM9,2025-05-01,2025-06-01,2,240.7302,242.5,232.8,3.4064,4.1667,-0.7602,False
B11-M-146,FCPI,EM9,2025-05-01,2025-07-01,3,240.9117,239.2,234.0,2.9537,2.2222,0.7315,False
B11-M-146,FCPI,EM9,2025-05-01,2025-08-01,4,240.6219,236.3,229.7,4.7548,2.8733,1.8815,False
B11-M-146,FCPI,EM9,2025-05-01,2025-09-01,5,240.8134,236.6,227.9,5.6663,3.8175,1.8488,False
B11-M-146,FCPI,EM9,2025-05-01,2025-10-01,6,241.0871,236.4,227.1,6.159,4.0951,2.0639,False
B11-M-146,FCPI,EM9,2025-05-01,2025-11-01,7,242.1051,236.1,228.0,6.1865,3.5526,2.6338,False
B11-M-146,FCPI,EM9,2025-05-01,2025-12-01,8,243.1587,244.3,233.9,3.9584,4.4463,-0.4879,True
B11-M-146,FCPI,EM9,2025-05-01,2026-01-01,9,243.5585,244.3,236.3,3.0717,3.3855,-0.3138,True
B11-M-146,FCPI,EM9,2025-05-01,2026-02-01,10,243.0852,239.4,236.8,2.6542,1.098,1.5563,False
B11-M-146,FCPI,EM9,2025-05-01,2026-03-01,11,242.5505,237.9,236.2,2.6886,0.7197,1.9689,False
B11-M-146,FCPI,EM9,2025-05-01,2026-04-01,12,243.3415,240.4,237.8,2.3303,1.0934,1.237,False
B11-M-147,FCPI,EM9,2025-06-01,2025-06-01,1,243.5037,242.5,232.8,4.5978,4.1667,0.4311,True
B11-M-147,FCPI,EM9,2025-06-01,2025-07-01,2,243.8278,239.2,234.0,4.1999,2.2222,1.9777,False
B11-M-147,FCPI,EM9,2025-06-01,2025-08-01,3,242.412,236.3,229.7,5.5342,2.8733,2.6608,False
B11-M-147,FCPI,EM9,2025-06-01,2025-09-01,4,242.652,236.6,227.9,6.473,3.8175,2.6555,False
B11-M-147,FCPI,EM9,2025-06-01,2025-10-01,5,243.328,236.4,227.1,7.1458,4.0951,3.0506,False
B11-M-147,FCPI,EM9,2025-06-01,2025-11-01,6,245.3388,236.1,228.0,7.6047,3.5526,4.0521,False
B11-M-147,FCPI,EM9,2025-06-01,2025-12-01,7,247.9513,244.3,233.9,6.0074,4.4463,1.561,False
B11-M-147,FCPI,EM9,2025-06-01,2026-01-01,8,248.4365,244.3,236.3,5.136,3.3855,1.7505,False
B11-M-147,FCPI,EM9,2025-06-01,2026-02-01,9,246.9364,239.4,236.8,4.2806,1.098,3.1826,False
B11-M-147,FCPI,EM9,2025-06-01,2026-03-01,10,245.8139,237.9,236.2,4.0702,0.7197,3.3505,False
B11-M-147,FCPI,EM9,2025-06-01,2026-04-01,11,246.912,240.4,237.8,3.8318,1.0934,2.7384,False
B11-M-147,FCPI,EM9,2025-06-01,2026-05-01,12,249.3034,244.3,240.6,3.6174,1.5378,2.0796,False
B11-M-148,FCPI,EM9,2025-07-01,2025-07-01,1,241.7537,239.2,234.0,3.3136,2.2222,1.0913,False
B11-M-148,FCPI,EM9,2025-07-01,2025-08-01,2,241.5538,236.3,229.7,5.1605,2.8733,2.2872,False
B11-M-148,FCPI,EM9,2025-07-01,2025-09-01,3,241.9217,236.6,227.9,6.1526,3.8175,2.3351,False
B11-M-148,FCPI,EM9,2025-07-01,2025-10-01,4,242.3374,236.4,227.1,6.7096,4.0951,2.6145,False
B11-M-148,FCPI,EM9,2025-07-01,2025-11-01,5,243.8267,236.1,228.0,6.9415,3.5526,3.3889,False
B11-M-148,FCPI,EM9,2025-07-01,2025-12-01,6,245.5783,244.3,233.9,4.9929,4.4463,0.5465,False
B11-M-148,FCPI,EM9,2025-07-01,2026-01-01,7,246.7308,244.3,236.3,4.4142,3.3855,1.0287,False
B11-M-148,FCPI,EM9,2025-07-01,2026-02-01,8,246.6819,239.4,236.8,4.1731,1.098,3.0751,False
B11-M-148,FCPI,EM9,2025-07-01,2026-03-01,9,246.1987,237.9,236.2,4.2332,0.7197,3.5134,False
B11-M-148,FCPI,EM9,2025-07-01,2026-04-01,10,246.867,240.4,237.8,3.8129,1.0934,2.7195,False
B11-M-148,FCPI,EM9,2025-07-01,2026-05-01,11,248.5886,244.3,240.6,3.3203,1.5378,1.7825,False
B11-M-148,FCPI,EM9,2025-07-01,2026-06-01,12,251.7251,250.5,242.5,3.8042,3.299,0.5052,False
B11-M-149,FCPI,EM9,2025-08-01,2025-08-01,1,236.4844,236.3,229.7,2.9536,2.8733,0.0803,True
B11-M-149,FCPI,EM9,2025-08-01,2025-09-01,2,236.5047,236.6,227.9,3.7757,3.8175,-0.0418,True
B11-M-149,FCPI,EM9,2025-08-01,2025-10-01,3,237.2845,236.4,227.1,4.4846,4.0951,0.3895,True
B11-M-149,FCPI,EM9,2025-08-01,2025-11-01,4,240.1429,236.1,228.0,5.3258,3.5526,1.7732,False
B11-M-149,FCPI,EM9,2025-08-01,2025-12-01,5,242.9091,244.3,233.9,3.8517,4.4463,-0.5947,False
B11-M-149,FCPI,EM9,2025-08-01,2026-01-01,6,243.2984,244.3,236.3,2.9617,3.3855,-0.4239,True
B11-M-149,FCPI,EM9,2025-08-01,2026-02-01,7,240.7549,239.4,236.8,1.6701,1.098,0.5722,False
B11-M-149,FCPI,EM9,2025-08-01,2026-03-01,8,238.0831,237.9,236.2,0.7973,0.7197,0.0775,True
B11-M-149,FCPI,EM9,2025-08-01,2026-04-01,9,239.0701,240.4,237.8,0.5341,1.0934,-0.5593,False
B11-M-149,FCPI,EM9,2025-08-01,2026-05-01,10,241.3987,244.3,240.6,0.3319,1.5378,-1.2059,False
B11-M-149,FCPI,EM9,2025-08-01,2026-06-01,11,245.9831,250.5,242.5,1.4363,3.299,-1.8626,False
B11-M-149,FCPI,EM9,2025-08-01,2026-07-01,12,245.9358,250.9,239.2,2.816,4.8913,-2.0753,False
B11-M-150,FCPI,EM9,2025-09-01,2025-09-01,1,236.84,236.6,227.9,3.9228,3.8175,0.1053,True
B11-M-150,FCPI,EM9,2025-09-01,2025-10-01,2,237.3039,236.4,227.1,4.4932,4.0951,0.398,True
B11-M-150,FCPI,EM9,2025-09-01,2025-11-01,3,238.5075,236.1,228.0,4.6085,3.5526,1.0559,False
B11-M-150,FCPI,EM9,2025-09-01,2025-12-01,4,240.1754,244.3,233.9,2.6829,4.4463,-1.7634,False
B11-M-150,FCPI,EM9,2025-09-01,2026-01-01,5,241.1196,244.3,236.3,2.0396,3.3855,-1.3459,False
B11-M-150,FCPI,EM9,2025-09-01,2026-02-01,6,240.2946,239.4,236.8,1.4757,1.098,0.3778,True
B11-M-150,FCPI,EM9,2025-09-01,2026-03-01,7,239.6285,237.9,236.2,1.4515,0.7197,0.7318,False
B11-M-150,FCPI,EM9,2025-09-01,2026-04-01,8,240.7195,240.4,237.8,1.2277,1.0934,0.1344,True
B11-M-150,FCPI,EM9,2025-09-01,2026-05-01,9,242.418,244.3,240.6,0.7556,1.5378,-0.7822,False
B11-M-150,FCPI,EM9,2025-09-01,2026-06-01,10,244.9465,250.5,242.5,1.0089,3.299,-2.2901,False
B11-M-150,FCPI,EM9,2025-09-01,2026-07-01,11,245.3346,250.9,239.2,2.5646,4.8913,-2.3267,False
B11-M-150,FCPI,EM9,2025-09-01,2026-08-01,12,244.9806,251.9,236.3,3.6736,6.6018,-2.9282,False
B11-M-151,FCPI,EM10,2025-04-01,2025-04-01,1,235.3904,237.8,231.1,1.8565,2.8992,-1.0427,False
B11-M-151,FCPI,EM10,2025-04-01,2025-05-01,2,236.5009,240.6,227.3,4.0479,5.8513,-1.8034,False
B11-M-151,FCPI,EM10,2025-04-01,2025-06-01,3,238.3881,242.5,232.8,2.4004,4.1667,-1.7663,False
B11-M-151,FCPI,EM10,2025-04-01,2025-07-01,4,238.5598,239.2,234.0,1.9486,2.2222,-0.2736,True
B11-M-151,FCPI,EM10,2025-04-01,2025-08-01,5,238.2739,236.3,229.7,3.7327,2.8733,0.8593,False
B11-M-151,FCPI,EM10,2025-04-01,2025-09-01,6,238.6295,236.6,227.9,4.708,3.8175,0.8905,False
B11-M-151,FCPI,EM10,2025-04-01,2025-10-01,7,239.1325,236.4,227.1,5.2983,4.0951,1.2032,False
B11-M-151,FCPI,EM10,2025-04-01,2025-11-01,8,240.0264,236.1,228.0,5.2747,3.5526,1.7221,False
B11-M-151,FCPI,EM10,2025-04-01,2025-12-01,9,240.8912,244.3,233.9,2.989,4.4463,-1.4574,False
B11-M-151,FCPI,EM10,2025-04-01,2026-01-01,10,240.8203,244.3,236.3,1.913,3.3855,-1.4726,False
B11-M-151,FCPI,EM10,2025-04-01,2026-02-01,11,240.4508,239.4,236.8,1.5417,1.098,0.4437,True
B11-M-151,FCPI,EM10,2025-04-01,2026-03-01,12,240.1395,237.9,236.2,1.6679,0.7197,0.9481,False
B11-M-152,FCPI,EM10,2025-05-01,2025-05-01,1,238.9103,240.6,227.3,5.1079,5.8513,-0.7434,False
B11-M-152,FCPI,EM10,2025-05-01,2025-06-01,2,240.9069,242.5,232.8,3.4823,4.1667,-0.6843,False
B11-M-152,FCPI,EM10,2025-05-01,2025-07-01,3,241.058,239.2,234.0,3.0162,2.2222,0.794,False
B11-M-152,FCPI,EM10,2025-05-01,2025-08-01,4,240.7054,236.3,229.7,4.7912,2.8733,1.9179,False
B11-M-152,FCPI,EM10,2025-05-01,2025-09-01,5,240.8808,236.6,227.9,5.6958,3.8175,1.8784,False
B11-M-152,FCPI,EM10,2025-05-01,2025-10-01,6,241.1586,236.4,227.1,6.1905,4.0951,2.0954,False
B11-M-152,FCPI,EM10,2025-05-01,2025-11-01,7,242.2469,236.1,228.0,6.2487,3.5526,2.696,False
B11-M-152,FCPI,EM10,2025-05-01,2025-12-01,8,243.3576,244.3,233.9,4.0434,4.4463,-0.4029,True
B11-M-152,FCPI,EM10,2025-05-01,2026-01-01,9,243.7458,244.3,236.3,3.151,3.3855,-0.2345,True
B11-M-152,FCPI,EM10,2025-05-01,2026-02-01,10,243.1946,239.4,236.8,2.7004,1.098,1.6024,False
B11-M-152,FCPI,EM10,2025-05-01,2026-03-01,11,242.5743,237.9,236.2,2.6987,0.7197,1.979,False
B11-M-152,FCPI,EM10,2025-05-01,2026-04-01,12,243.4015,240.4,237.8,2.3555,1.0934,1.2622,False
B11-M-153,FCPI,EM10,2025-06-01,2025-06-01,1,243.3486,242.5,232.8,4.5312,4.1667,0.3645,True
B11-M-153,FCPI,EM10,2025-06-01,2025-07-01,2,243.7681,239.2,234.0,4.1744,2.2222,1.9522,False
B11-M-153,FCPI,EM10,2025-06-01,2025-08-01,3,242.4103,236.3,229.7,5.5335,2.8733,2.6601,False
B11-M-153,FCPI,EM10,2025-06-01,2025-09-01,4,242.7862,236.6,227.9,6.5319,3.8175,2.7144,False
B11-M-153,FCPI,EM10,2025-06-01,2025-10-01,5,243.4089,236.4,227.1,7.1814,4.0951,3.0863,False
B11-M-153,FCPI,EM10,2025-06-01,2025-11-01,6,245.3503,236.1,228.0,7.6098,3.5526,4.0572,False
B11-M-153,FCPI,EM10,2025-06-01,2025-12-01,7,247.8776,244.3,233.9,5.9759,4.4463,1.5295,False
B11-M-153,FCPI,EM10,2025-06-01,2026-01-01,8,248.4273,244.3,236.3,5.1322,3.3855,1.7466,False
B11-M-153,FCPI,EM10,2025-06-01,2026-02-01,9,246.9901,239.4,236.8,4.3033,1.098,3.2053,False
B11-M-153,FCPI,EM10,2025-06-01,2026-03-01,10,246.1141,237.9,236.2,4.1973,0.7197,3.4776,False
B11-M-153,FCPI,EM10,2025-06-01,2026-04-01,11,247.2058,240.4,237.8,3.9553,1.0934,2.862,False
B11-M-153,FCPI,EM10,2025-06-01,2026-05-01,12,249.5011,244.3,240.6,3.6996,1.5378,2.1617,False
B11-M-154,FCPI,EM10,2025-07-01,2025-07-01,1,241.9582,239.2,234.0,3.401,2.2222,1.1787,False
B11-M-154,FCPI,EM10,2025-07-01,2025-08-01,2,241.8413,236.3,229.7,5.2857,2.8733,2.4124,False
B11-M-154,FCPI,EM10,2025-07-01,2025-09-01,3,242.1828,236.6,227.9,6.2671,3.8175,2.4497,False
B11-M-154,FCPI,EM10,2025-07-01,2025-10-01,4,242.6088,236.4,227.1,6.8291,4.0951,2.7339,False
B11-M-154,FCPI,EM10,2025-07-01,2025-11-01,5,244.1551,236.1,228.0,7.0856,3.5526,3.533,False
B11-M-154,FCPI,EM10,2025-07-01,2025-12-01,6,245.9389,244.3,233.9,5.147,4.4463,0.7007,False
B11-M-154,FCPI,EM10,2025-07-01,2026-01-01,7,247.0619,244.3,236.3,4.5543,3.3855,1.1688,False
B11-M-154,FCPI,EM10,2025-07-01,2026-02-01,8,246.9399,239.4,236.8,4.282,1.098,3.1841,False
B11-M-154,FCPI,EM10,2025-07-01,2026-03-01,9,246.4608,237.9,236.2,4.3441,0.7197,3.6244,False
B11-M-154,FCPI,EM10,2025-07-01,2026-04-01,10,247.1741,240.4,237.8,3.942,1.0934,2.8487,False
