var,em,origin,MAE,RMSE,WAPE_pct,bias_pct,MAE_yoy,RMSE_yoy,bias_yoy,w80_pct,cov80,w60_pct,cov60,w20_pct,cov20,IS80,IS60,pinball_pct,level
FCPI,EM18,2025-05-01,2.66667,3.3449,1.11343,-0.70981,1.14431,1.42986,-0.72071,11.87192,1.0,7.79653,1.0,2.34693,0.66667,11.87192,7.79653,0.68249,239.5
FCPI,EM18,2025-06-01,2.95833,3.26331,1.23362,0.33012,1.27368,1.40873,0.35674,11.79436,1.0,7.7456,1.0,2.3316,0.41667,11.79436,7.7456,0.67253,239.80833
FCPI,EM18,2025-07-01,83.57538,83.86422,34.75429,-34.75429,35.67399,35.77989,-35.67399,58.84874,0.16667,54.15161,0.0,21.95956,0.0,78.49736,74.14676,12.00852,240.475
FCPI,EM18,2025-08-01,4.36667,5.61545,1.80852,-0.93187,1.84541,2.35183,-0.92102,11.72541,1.0,7.70032,1.0,2.31797,0.25,11.72541,7.70032,0.79237,241.45
FCPI,EM18,2025-09-01,6.48333,8.55998,2.67079,-2.65705,2.72217,3.58835,-2.70755,11.67411,1.0,7.66663,0.66667,2.30783,0.33333,11.67411,8.83467,1.03117,242.75
FCPI,EM2,2025-04-01,9.10709,11.30781,3.80598,3.14375,3.91087,4.8335,3.22301,20.10687,1.0,12.91395,0.83333,3.68383,0.16667,20.10687,13.86991,1.51398,239.28333
FCPI,EM2,2025-05-01,5.50552,5.99889,2.29876,2.28135,2.36751,2.58243,2.34917,14.33086,1.0,9.3722,1.0,2.82908,0.08333,14.33086,9.3722,0.92606,239.5
FCPI,EM2,2025-06-01,7.45289,7.68359,3.10785,3.10785,3.19515,3.29781,3.19515,10.22789,0.91667,6.69768,0.66667,2.03867,0.0,10.42352,8.18148,1.03927,239.80833
FCPI,EM2,2025-07-01,2.41017,2.93015,1.00225,0.69268,1.03369,1.25867,0.7263,12.59351,1.0,7.43423,1.0,2.1003,0.41667,12.59351,7.43423,0.64529,240.475
FCPI,EM2,2025-08-01,2.64828,3.49608,1.09682,-0.58436,1.11997,1.46685,-0.57826,11.60082,1.0,7.45734,1.0,2.17956,0.5,11.60082,7.45734,0.64171,241.45
FCPI,EM2,2025-09-01,3.00923,3.52492,1.23964,-0.38787,1.27147,1.48619,-0.39174,19.83178,1.0,12.7599,1.0,3.81143,0.91667,19.83178,12.7599,1.00907,242.75
FCPI,EM3,2025-04-01,10.64669,13.24842,4.44941,3.66754,4.57018,5.65917,3.75742,22.72462,1.0,14.73519,0.83333,4.23843,0.16667,22.72462,16.20005,1.76426,239.28333
FCPI,EM3,2025-05-01,3.28188,3.66503,1.37031,0.60522,1.41376,1.5769,0.62207,17.53101,1.0,10.88028,1.0,3.1476,0.58333,17.53101,10.88028,0.9014,239.5
FCPI,EM3,2025-06-01,9.05703,9.59909,3.77678,3.77678,3.87178,4.09548,3.87178,13.59559,1.0,8.5798,0.83333,2.57782,0.0,13.59559,9.05431,1.25616,239.80833
FCPI,EM3,2025-07-01,2.65712,3.23713,1.10495,0.90124,1.13726,1.38544,0.93332,15.81416,1.0,9.73611,1.0,2.85079,0.66667,15.81416,9.73611,0.79065,240.475
FCPI,EM3,2025-08-01,4.65688,6.01941,1.92871,-1.87264,1.95717,2.51559,-1.89779,13.59484,1.0,8.43062,1.0,2.56593,0.41667,13.59484,8.43062,0.89332,241.45
FCPI,EM3,2025-09-01,3.40729,4.13146,1.40362,1.17465,1.447,1.74671,1.21037,26.6115,1.0,13.7914,1.0,3.73431,0.75,26.6115,13.7914,1.13583,242.75
FCPI,EM4,2025-04-01,9.10709,11.30781,3.80598,3.14375,3.91087,4.8335,3.22301,20.10687,1.0,12.91395,0.83333,3.68383,0.16667,20.10687,13.86991,1.51398,239.28333
FCPI,EM4,2025-05-01,4.39878,4.80139,1.83665,1.77035,1.89464,2.07284,1.82478,12.99383,1.0,8.20002,1.0,2.42234,0.25,12.99383,8.20002,0.78574,239.5
FCPI,EM4,2025-06-01,7.75262,8.01329,3.23284,3.23284,3.32064,3.43368,3.32064,10.29969,1.0,6.7202,0.66667,2.04586,0.0,10.29969,7.9268,1.0595,239.80833
FCPI,EM4,2025-07-01,2.44007,2.97617,1.01469,0.72064,1.04673,1.27871,0.75484,12.62427,1.0,7.44032,1.0,2.09914,0.41667,12.62427,7.44032,0.64691,240.475
FCPI,EM4,2025-08-01,2.6556,3.50498,1.09985,-0.58531,1.12308,1.47058,-0.57918,11.6013,1.0,7.45698,1.0,2.17909,0.5,11.6013,7.45698,0.64216,241.45
FCPI,EM4,2025-09-01,3.00923,3.52492,1.23964,-0.38787,1.27147,1.48619,-0.39174,19.83178,1.0,12.7599,1.0,3.81143,0.91667,19.83178,12.7599,1.00907,242.75
FCPI,EM5,2025-04-01,9.18782,11.41994,3.83972,3.18682,3.94548,4.88141,3.26726,20.12206,1.0,12.92187,0.83333,3.68482,0.16667,20.12206,13.94161,1.52538,239.28333
FCPI,EM5,2025-05-01,5.50552,5.99889,2.29876,2.28135,2.36751,2.58243,2.34917,14.33086,1.0,9.3722,1.0,2.82908,0.08333,14.33086,9.3722,0.92606,239.5
FCPI,EM5,2025-06-01,7.45289,7.68359,3.10785,3.10785,3.19515,3.29781,3.19515,10.22789,0.91667,6.69768,0.66667,2.03867,0.0,10.42352,8.18148,1.03927,239.80833
FCPI,EM5,2025-07-01,2.31141,2.7549,0.96119,0.72062,0.99226,1.18619,0.75356,12.23127,1.0,7.36948,1.0,2.11444,0.5,12.23127,7.36948,0.6357,240.475
FCPI,EM5,2025-08-01,2.64828,3.49608,1.09682,-0.58436,1.11997,1.46685,-0.57826,11.60082,1.0,7.45734,1.0,2.17956,0.5,11.60082,7.45734,0.64171,241.45
FCPI,EM5,2025-09-01,3.01161,3.51673,1.24062,-0.37014,1.27261,1.48287,-0.37323,19.62913,1.0,12.64623,1.0,3.77939,0.91667,19.62913,12.64623,1.00068,242.75
FCPI,EM6,2025-04-01,9.10709,11.30781,3.80598,3.14375,3.91087,4.8335,3.22301,20.10687,1.0,12.91395,0.83333,3.68383,0.16667,20.10687,13.86991,1.51398,239.28333
FCPI,EM6,2025-05-01,5.45053,5.93596,2.2758,2.25575,2.3441,2.55586,2.32297,14.19972,1.0,9.26444,1.0,2.79282,0.08333,14.19972,9.26444,0.9166,239.5
FCPI,EM6,2025-06-01,7.45289,7.68359,3.10785,3.10785,3.19515,3.29781,3.19515,10.22789,0.91667,6.69768,0.66667,2.03867,0.0,10.42352,8.18148,1.03927,239.80833
FCPI,EM6,2025-07-01,2.41017,2.93015,1.00225,0.69268,1.03369,1.25867,0.7263,12.59351,1.0,7.43423,1.0,2.1003,0.41667,12.59351,7.43423,0.64529,240.475
FCPI,EM6,2025-08-01,2.64828,3.49608,1.09682,-0.58436,1.11997,1.46685,-0.57826,11.60082,1.0,7.45734,1.0,2.17956,0.5,11.60082,7.45734,0.64171,241.45
FCPI,EM6,2025-09-01,3.00923,3.52492,1.23964,-0.38787,1.27147,1.48619,-0.39174,19.83178,1.0,12.7599,1.0,3.81143,0.91667,19.83178,12.7599,1.00907,242.75
FCPI,EM7,2025-04-01,11.00571,13.81956,4.59945,3.95495,4.72338,5.90249,4.05329,22.85745,1.0,14.67267,0.83333,4.17983,0.16667,22.85745,16.47515,1.82101,239.28333
FCPI,EM7,2025-05-01,3.25857,3.6293,1.36057,0.57365,1.40354,1.56131,0.58931,17.72076,1.0,11.0141,1.0,3.18947,0.66667,17.72076,11.0141,0.90889,239.5
FCPI,EM7,2025-06-01,8.96694,9.54969,3.73921,3.73921,3.83231,4.07264,3.83231,13.67161,1.0,8.60712,0.83333,2.58226,0.08333,13.67161,9.02027,1.24777,239.80833
FCPI,EM7,2025-07-01,2.56082,3.13488,1.0649,0.86661,1.09588,1.34141,0.89731,15.90208,1.0,9.80355,1.0,2.87257,0.75,15.90208,9.80355,0.79185,240.475
