block,exp_id,var,em,horizon_start,date,h,mean,actual,lag12,gap_pp,pass_yoy1,pass_lvl1,rel,pass2
Blk2.1,B21-M-060,FCPI,EM2,2024-09-01,2025-08-01,12,240.6057,236.3,229.7,1.8745,False,False,0.01822,True
Blk2.1,B21-M-061,FCPI,EM2,2024-10-01,2024-10-01,1,238.2085,227.1,224.1,4.9569,False,False,0.04891,False
Blk2.1,B21-M-061,FCPI,EM2,2024-10-01,2024-11-01,2,238.1917,228.0,228.1,4.4681,False,False,0.0447,False
Blk2.1,B21-M-061,FCPI,EM2,2024-10-01,2024-12-01,3,238.2019,233.9,236.2,1.8213,False,False,0.01839,True
Blk2.1,B21-M-061,FCPI,EM2,2024-10-01,2025-01-01,4,238.7024,236.3,242.4,0.9911,True,False,0.01017,True
Blk2.1,B21-M-061,FCPI,EM2,2024-10-01,2025-02-01,5,238.809,236.8,239.5,0.8388,True,True,0.00848,True
Blk2.1,B21-M-061,FCPI,EM2,2024-10-01,2025-03-01,6,239.0434,236.2,234.4,1.213,False,False,0.01204,True
Blk2.1,B21-M-061,FCPI,EM2,2024-10-01,2025-04-01,7,238.9778,237.8,231.1,0.5096,True,True,0.00495,True
Blk2.1,B21-M-061,FCPI,EM2,2024-10-01,2025-05-01,8,239.1223,240.6,227.3,-0.6501,True,True,-0.00614,True
Blk2.1,B21-M-061,FCPI,EM2,2024-10-01,2025-06-01,9,239.1538,242.5,232.8,-1.4374,False,False,-0.0138,True
Blk2.1,B21-M-061,FCPI,EM2,2024-10-01,2025-07-01,10,239.0793,239.2,234.0,-0.0516,True,True,-0.0005,True
Blk2.1,B21-M-061,FCPI,EM2,2024-10-01,2025-08-01,11,239.16,236.3,229.7,1.2451,False,False,0.0121,True
Blk2.1,B21-M-061,FCPI,EM2,2024-10-01,2025-09-01,12,239.4905,236.6,227.9,1.2683,False,False,0.01222,True
Blk2.1,B21-M-062,FCPI,EM2,2024-11-01,2024-11-01,1,229.7372,228.0,228.1,0.7616,True,True,0.00762,True
Blk2.1,B21-M-062,FCPI,EM2,2024-11-01,2024-12-01,2,233.4875,233.9,236.2,-0.1747,True,True,-0.00176,True
Blk2.1,B21-M-062,FCPI,EM2,2024-11-01,2025-01-01,3,229.6536,236.3,242.4,-2.7419,False,False,-0.02813,False
Blk2.1,B21-M-062,FCPI,EM2,2024-11-01,2025-02-01,4,227.7693,236.8,239.5,-3.7706,False,False,-0.03814,False
Blk2.1,B21-M-062,FCPI,EM2,2024-11-01,2025-03-01,5,227.1429,236.2,234.4,-3.8639,False,False,-0.03835,False
Blk2.1,B21-M-062,FCPI,EM2,2024-11-01,2025-04-01,6,227.6328,237.8,231.1,-4.3995,False,False,-0.04276,False
Blk2.1,B21-M-062,FCPI,EM2,2024-11-01,2025-05-01,7,228.3153,240.6,227.3,-5.4046,False,False,-0.05106,False
Blk2.1,B21-M-062,FCPI,EM2,2024-11-01,2025-06-01,8,229.9994,242.5,232.8,-5.3697,False,False,-0.05155,False
Blk2.1,B21-M-062,FCPI,EM2,2024-11-01,2025-07-01,9,231.3453,239.2,234.0,-3.3567,False,False,-0.03284,False
Blk2.1,B21-M-062,FCPI,EM2,2024-11-01,2025-08-01,10,232.2264,236.3,229.7,-1.7734,False,False,-0.01724,True
Blk2.1,B21-M-062,FCPI,EM2,2024-11-01,2025-09-01,11,234.6765,236.6,227.9,-0.844,True,True,-0.00813,True
Blk2.1,B21-M-062,FCPI,EM2,2024-11-01,2025-10-01,12,238.2371,236.4,227.1,0.8089,True,True,0.00777,True
Blk2.1,B21-M-063,FCPI,EM2,2024-12-01,2024-12-01,1,230.2733,233.9,236.2,-1.5354,False,False,-0.01551,True
Blk2.1,B21-M-063,FCPI,EM2,2024-12-01,2025-01-01,2,230.1737,236.3,242.4,-2.5273,False,False,-0.02593,False
Blk2.1,B21-M-063,FCPI,EM2,2024-12-01,2025-02-01,3,229.3143,236.8,239.5,-3.1255,False,False,-0.03161,False
Blk2.1,B21-M-063,FCPI,EM2,2024-12-01,2025-03-01,4,228.8383,236.2,234.4,-3.1406,False,False,-0.03117,False
Blk2.1,B21-M-063,FCPI,EM2,2024-12-01,2025-04-01,5,228.9096,237.8,231.1,-3.847,False,False,-0.03739,False
Blk2.1,B21-M-063,FCPI,EM2,2024-12-01,2025-05-01,6,229.3812,240.6,227.3,-4.9357,False,False,-0.04663,False
Blk2.1,B21-M-063,FCPI,EM2,2024-12-01,2025-06-01,7,230.2083,242.5,232.8,-5.2799,False,False,-0.05069,False
Blk2.1,B21-M-063,FCPI,EM2,2024-12-01,2025-07-01,8,230.4697,239.2,234.0,-3.7309,False,False,-0.0365,False
Blk2.1,B21-M-063,FCPI,EM2,2024-12-01,2025-08-01,9,229.9633,236.3,229.7,-2.7587,False,False,-0.02682,False
Blk2.1,B21-M-063,FCPI,EM2,2024-12-01,2025-09-01,10,229.1391,236.6,227.9,-3.2737,False,False,-0.03153,False
Blk2.1,B21-M-063,FCPI,EM2,2024-12-01,2025-10-01,11,228.9421,236.4,227.1,-3.284,False,False,-0.03155,False
Blk2.1,B21-M-063,FCPI,EM2,2024-12-01,2025-11-01,12,229.7981,236.1,228.0,-2.764,False,False,-0.02669,False
Blk2.1,B21-M-064,FCPI,EM2,2025-01-01,2025-01-01,1,230.3441,236.3,242.4,-2.457,False,False,-0.0252,False
Blk2.1,B21-M-064,FCPI,EM2,2025-01-01,2025-02-01,2,229.8299,236.8,239.5,-2.9103,False,False,-0.02943,False
Blk2.1,B21-M-064,FCPI,EM2,2025-01-01,2025-03-01,3,229.2552,236.2,234.4,-2.9628,False,False,-0.0294,False
Blk2.1,B21-M-064,FCPI,EM2,2025-01-01,2025-04-01,4,229.1997,237.8,231.1,-3.7214,False,False,-0.03617,False
Blk2.1,B21-M-064,FCPI,EM2,2025-01-01,2025-05-01,5,229.4999,240.6,227.3,-4.8835,False,False,-0.04614,False
Blk2.1,B21-M-064,FCPI,EM2,2025-01-01,2025-06-01,6,230.6508,242.5,232.8,-5.0899,False,False,-0.04886,False
Blk2.1,B21-M-064,FCPI,EM2,2025-01-01,2025-07-01,7,230.8579,239.2,234.0,-3.565,False,False,-0.03487,False
Blk2.1,B21-M-064,FCPI,EM2,2025-01-01,2025-08-01,8,230.7568,236.3,229.7,-2.4132,False,False,-0.02346,False
Blk2.1,B21-M-064,FCPI,EM2,2025-01-01,2025-09-01,9,230.4697,236.6,227.9,-2.6899,False,False,-0.02591,False
Blk2.1,B21-M-064,FCPI,EM2,2025-01-01,2025-10-01,10,230.4052,236.4,227.1,-2.6397,False,False,-0.02536,False
Blk2.1,B21-M-064,FCPI,EM2,2025-01-01,2025-11-01,11,230.4907,236.1,228.0,-2.4602,False,False,-0.02376,False
Blk2.1,B21-M-064,FCPI,EM2,2025-01-01,2025-12-01,12,231.2779,244.3,233.9,-5.5674,False,False,-0.0533,False
Blk2.1,B21-M-065,FCPI,EM2,2025-02-01,2025-02-01,1,228.2696,236.8,239.5,-3.5617,False,False,-0.03602,False
Blk2.1,B21-M-065,FCPI,EM2,2025-02-01,2025-03-01,2,227.9373,236.2,234.4,-3.5251,False,False,-0.03498,False
Blk2.1,B21-M-065,FCPI,EM2,2025-02-01,2025-04-01,3,227.4249,237.8,231.1,-4.4894,False,False,-0.04363,False
Blk2.1,B21-M-065,FCPI,EM2,2025-02-01,2025-05-01,4,227.838,240.6,227.3,-5.6146,False,False,-0.05304,False
Blk2.1,B21-M-065,FCPI,EM2,2025-02-01,2025-06-01,5,228.7693,242.5,232.8,-5.8981,False,False,-0.05662,False
Blk2.1,B21-M-065,FCPI,EM2,2025-02-01,2025-07-01,6,229.8312,239.2,234.0,-4.0037,False,False,-0.03917,False
Blk2.1,B21-M-065,FCPI,EM2,2025-02-01,2025-08-01,7,229.8113,236.3,229.7,-2.8249,False,False,-0.02746,False
Blk2.1,B21-M-065,FCPI,EM2,2025-02-01,2025-09-01,8,229.9177,236.6,227.9,-2.9321,False,False,-0.02824,False
Blk2.1,B21-M-065,FCPI,EM2,2025-02-01,2025-10-01,9,229.2515,236.4,227.1,-3.1477,False,False,-0.03024,False
Blk2.1,B21-M-065,FCPI,EM2,2025-02-01,2025-11-01,10,229.5811,236.1,228.0,-2.8592,False,False,-0.02761,False
Blk2.1,B21-M-065,FCPI,EM2,2025-02-01,2025-12-01,11,229.6286,244.3,233.9,-6.2725,False,False,-0.06005,False
Blk2.1,B21-M-065,FCPI,EM2,2025-02-01,2026-01-01,12,230.0844,244.3,236.3,-6.0159,False,False,-0.05819,False
Blk2.1,B21-M-066,FCPI,EM2,2025-03-01,2025-03-01,1,233.4348,236.2,234.4,-1.1797,False,False,-0.01171,True
Blk2.1,B21-M-066,FCPI,EM2,2025-03-01,2025-04-01,2,232.6953,237.8,231.1,-2.2089,False,False,-0.02147,False
Blk2.1,B21-M-066,FCPI,EM2,2025-03-01,2025-05-01,3,233.5391,240.6,227.3,-3.1064,False,False,-0.02935,False
Blk2.1,B21-M-066,FCPI,EM2,2025-03-01,2025-06-01,4,235.6975,242.5,232.8,-2.922,False,False,-0.02805,False
Blk2.1,B21-M-066,FCPI,EM2,2025-03-01,2025-07-01,5,237.7406,239.2,234.0,-0.6237,True,True,-0.0061,True
Blk2.1,B21-M-066,FCPI,EM2,2025-03-01,2025-08-01,6,240.1308,236.3,229.7,1.6677,False,False,0.01621,True
Blk2.1,B21-M-066,FCPI,EM2,2025-03-01,2025-09-01,7,242.1915,236.6,227.9,2.4535,False,False,0.02363,False
Blk2.1,B21-M-066,FCPI,EM2,2025-03-01,2025-10-01,8,245.1343,236.4,227.1,3.846,False,False,0.03695,False
Blk2.1,B21-M-066,FCPI,EM2,2025-03-01,2025-11-01,9,248.0235,236.1,228.0,5.2296,False,False,0.0505,False
Blk2.1,B21-M-066,FCPI,EM2,2025-03-01,2025-12-01,10,250.6028,244.3,233.9,2.6946,False,False,0.0258,False
Blk2.1,B21-M-066,FCPI,EM2,2025-03-01,2026-01-01,11,249.9907,244.3,236.3,2.4083,False,False,0.02329,False
Blk2.1,B21-M-066,FCPI,EM2,2025-03-01,2026-02-01,12,251.4213,239.4,236.8,5.0766,False,False,0.05021,False
Blk2.1,B21-M-068,CCPI,EM12,2024-06-01,2024-06-01,1,195.4347,195.6,192.3,-0.086,True,True,-0.00085,True
Blk2.1,B21-M-068,CCPI,EM12,2024-06-01,2024-07-01,2,195.603,194.7,190.2,0.4748,True,True,0.00464,True
Blk2.1,B21-M-068,CCPI,EM12,2024-06-01,2024-08-01,3,195.9307,191.1,190.1,2.5411,False,False,0.02528,False
Blk2.1,B21-M-068,CCPI,EM12,2024-06-01,2024-09-01,4,196.2915,190.9,191.8,2.811,False,False,0.02824,False
Blk2.1,B21-M-068,CCPI,EM12,2024-06-01,2024-10-01,5,196.405,189.9,191.4,3.3987,False,False,0.03425,False
Blk2.1,B21-M-068,CCPI,EM12,2024-06-01,2024-11-01,6,196.9538,189.4,193.4,3.9058,False,False,0.03988,False
Blk2.1,B21-M-068,CCPI,EM12,2024-06-01,2024-12-01,7,198.0851,191.7,195.1,3.2727,False,False,0.03331,False
Blk2.1,B21-M-068,CCPI,EM12,2024-06-01,2025-01-01,8,199.1705,192.6,200.7,3.2738,False,False,0.03411,False
Blk2.1,B21-M-068,CCPI,EM12,2024-06-01,2025-02-01,9,199.6905,192.2,200.6,3.7341,False,False,0.03897,False
Blk2.1,B21-M-068,CCPI,EM12,2024-06-01,2025-03-01,10,200.1078,191.6,196.7,4.3253,False,False,0.0444,False
Blk2.1,B21-M-068,CCPI,EM12,2024-06-01,2025-04-01,11,200.6888,191.2,195.2,4.861,False,False,0.04963,False
Blk2.1,B21-M-068,CCPI,EM12,2024-06-01,2025-05-01,12,201.3024,192.8,194.1,4.3804,False,False,0.0441,False
Blk2.1,B21-M-069,CCPI,EM12,2024-07-01,2024-07-01,1,196.0224,194.7,190.2,0.6953,True,True,0.00679,True
Blk2.1,B21-M-069,CCPI,EM12,2024-07-01,2024-08-01,2,195.8765,191.1,190.1,2.5126,False,False,0.02499,False
Blk2.1,B21-M-069,CCPI,EM12,2024-07-01,2024-09-01,3,196.1208,190.9,191.8,2.722,False,False,0.02735,False
Blk2.1,B21-M-069,CCPI,EM12,2024-07-01,2024-10-01,4,196.195,189.9,191.4,3.2889,False,False,0.03315,False
Blk2.1,B21-M-069,CCPI,EM12,2024-07-01,2024-11-01,5,196.4993,189.4,193.4,3.6708,False,False,0.03748,False
Blk2.1,B21-M-069,CCPI,EM12,2024-07-01,2024-12-01,6,196.813,191.7,195.1,2.6207,False,False,0.02667,False
Blk2.1,B21-M-069,CCPI,EM12,2024-07-01,2025-01-01,7,197.3732,192.6,200.7,2.3783,False,False,0.02478,False
Blk2.1,B21-M-069,CCPI,EM12,2024-07-01,2025-02-01,8,197.3714,192.2,200.6,2.578,False,False,0.02691,False
Blk2.1,B21-M-069,CCPI,EM12,2024-07-01,2025-03-01,9,197.4726,191.6,196.7,2.9856,False,False,0.03065,False
Blk2.1,B21-M-069,CCPI,EM12,2024-07-01,2025-04-01,10,197.8513,191.2,195.2,3.4074,False,False,0.03479,False
Blk2.1,B21-M-069,CCPI,EM12,2024-07-01,2025-05-01,11,198.5848,192.8,194.1,2.9803,False,False,0.03,False
Blk2.1,B21-M-069,CCPI,EM12,2024-07-01,2025-06-01,12,199.5638,194.5,195.6,2.5889,False,False,0.02603,False
Blk2.1,B21-M-070,CCPI,EM12,2024-08-01,2024-08-01,1,195.1745,191.1,190.1,2.1434,False,False,0.02132,False
Blk2.1,B21-M-070,CCPI,EM12,2024-08-01,2024-09-01,2,195.7273,190.9,191.8,2.5168,False,False,0.02529,False
Blk2.1,B21-M-070,CCPI,EM12,2024-08-01,2024-10-01,3,196.2387,189.9,191.4,3.3118,False,False,0.03338,False
Blk2.1,B21-M-070,CCPI,EM12,2024-08-01,2024-11-01,4,196.9301,189.4,193.4,3.8935,False,False,0.03976,False
Blk2.1,B21-M-070,CCPI,EM12,2024-08-01,2024-12-01,5,197.6003,191.7,195.1,3.0242,False,False,0.03078,False
Blk2.1,B21-M-070,CCPI,EM12,2024-08-01,2025-01-01,6,198.4887,192.6,200.7,2.9341,False,False,0.03057,False
Blk2.1,B21-M-070,CCPI,EM12,2024-08-01,2025-02-01,7,198.9509,192.2,200.6,3.3653,False,False,0.03512,False
Blk2.1,B21-M-070,CCPI,EM12,2024-08-01,2025-03-01,8,199.6379,191.6,196.7,4.0864,False,False,0.04195,False
Blk2.1,B21-M-070,CCPI,EM12,2024-08-01,2025-04-01,9,200.4422,191.2,195.2,4.7347,False,False,0.04834,False
Blk2.1,B21-M-070,CCPI,EM12,2024-08-01,2025-05-01,10,201.4204,192.8,194.1,4.4412,False,False,0.04471,False
Blk2.1,B21-M-070,CCPI,EM12,2024-08-01,2025-06-01,11,202.5537,194.5,195.6,4.1174,False,False,0.04141,False
Blk2.1,B21-M-070,CCPI,EM12,2024-08-01,2025-07-01,12,203.1168,194.1,194.7,4.6311,False,False,0.04645,False
Blk2.1,B21-M-071,CCPI,EM12,2024-09-01,2024-09-01,1,191.4864,190.9,191.8,0.3057,True,True,0.00307,True
Blk2.1,B21-M-071,CCPI,EM12,2024-09-01,2024-10-01,2,191.7221,189.9,191.4,0.952,True,True,0.0096,True
Blk2.1,B21-M-071,CCPI,EM12,2024-09-01,2024-11-01,3,192.3234,189.4,193.4,1.5116,False,False,0.01544,True
Blk2.1,B21-M-071,CCPI,EM12,2024-09-01,2024-12-01,4,192.8829,191.7,195.1,0.6063,True,True,0.00617,True
Blk2.1,B21-M-071,CCPI,EM12,2024-09-01,2025-01-01,5,193.6887,192.6,200.7,0.5425,True,True,0.00565,True
Blk2.1,B21-M-071,CCPI,EM12,2024-09-01,2025-02-01,6,193.7835,192.2,200.6,0.7894,True,True,0.00824,True
Blk2.1,B21-M-071,CCPI,EM12,2024-09-01,2025-03-01,7,193.8622,191.6,196.7,1.1501,False,False,0.01181,True
Blk2.1,B21-M-071,CCPI,EM12,2024-09-01,2025-04-01,8,194.5685,191.2,195.2,1.7257,False,False,0.01762,True
Blk2.1,B21-M-071,CCPI,EM12,2024-09-01,2025-05-01,9,195.5177,192.8,194.1,1.4002,False,False,0.0141,True
Blk2.1,B21-M-071,CCPI,EM12,2024-09-01,2025-06-01,10,196.9038,194.5,195.6,1.2289,False,False,0.01236,True
Blk2.1,B21-M-071,CCPI,EM12,2024-09-01,2025-07-01,11,197.0952,194.1,194.7,1.5383,False,False,0.01543,True
Blk2.1,B21-M-071,CCPI,EM12,2024-09-01,2025-08-01,12,197.1688,193.3,191.1,2.0245,False,False,0.02001,False
Blk2.1,B21-M-072,CCPI,EM12,2024-10-01,2024-10-01,1,191.2071,189.9,191.4,0.6829,True,True,0.00688,True
Blk2.1,B21-M-072,CCPI,EM12,2024-10-01,2024-11-01,2,191.9817,189.4,193.4,1.3349,False,False,0.01363,True
Blk2.1,B21-M-072,CCPI,EM12,2024-10-01,2024-12-01,3,192.2252,191.7,195.1,0.2692,True,True,0.00274,True
Blk2.1,B21-M-072,CCPI,EM12,2024-10-01,2025-01-01,4,193.0446,192.6,200.7,0.2215,True,True,0.00231,True
Blk2.1,B21-M-072,CCPI,EM12,2024-10-01,2025-02-01,5,192.4488,192.2,200.6,0.124,True,True,0.00129,True
Blk2.1,B21-M-072,CCPI,EM12,2024-10-01,2025-03-01,6,191.9835,191.6,196.7,0.195,True,True,0.002,True
Blk2.1,B21-M-072,CCPI,EM12,2024-10-01,2025-04-01,7,192.1446,191.2,195.2,0.4839,True,True,0.00494,True
Blk2.1,B21-M-072,CCPI,EM12,2024-10-01,2025-05-01,8,193.0756,192.8,194.1,0.142,True,True,0.00143,True
Blk2.1,B21-M-072,CCPI,EM12,2024-10-01,2025-06-01,9,194.4079,194.5,195.6,-0.0471,True,True,-0.00047,True
Blk2.1,B21-M-072,CCPI,EM12,2024-10-01,2025-07-01,10,194.4719,194.1,194.7,0.191,True,True,0.00192,True
Blk2.1,B21-M-072,CCPI,EM12,2024-10-01,2025-08-01,11,194.0453,193.3,191.1,0.39,True,True,0.00386,True
Blk2.1,B21-M-072,CCPI,EM12,2024-10-01,2025-09-01,12,194.3915,193.7,190.9,0.3622,True,True,0.00357,True
Blk2.1,B21-M-073,CCPI,EM12,2024-11-01,2024-11-01,1,192.5678,189.4,193.4,1.638,False,False,0.01673,True
Blk2.1,B21-M-073,CCPI,EM12,2024-11-01,2024-12-01,2,192.769,191.7,195.1,0.5479,True,True,0.00558,True
Blk2.1,B21-M-073,CCPI,EM12,2024-11-01,2025-01-01,3,193.6809,192.6,200.7,0.5386,True,True,0.00561,True
Blk2.1,B21-M-073,CCPI,EM12,2024-11-01,2025-02-01,4,193.1032,192.2,200.6,0.4503,True,True,0.0047,True
Blk2.1,B21-M-073,CCPI,EM12,2024-11-01,2025-03-01,5,192.7698,191.6,196.7,0.5947,True,True,0.00611,True
Blk2.1,B21-M-073,CCPI,EM12,2024-11-01,2025-04-01,6,193.0505,191.2,195.2,0.948,True,True,0.00968,True
Blk2.1,B21-M-073,CCPI,EM12,2024-11-01,2025-05-01,7,194.0034,192.8,194.1,0.62,True,True,0.00624,True
Blk2.1,B21-M-073,CCPI,EM12,2024-11-01,2025-06-01,8,195.5972,194.5,195.6,0.561,True,True,0.00564,True
Blk2.1,B21-M-073,CCPI,EM12,2024-11-01,2025-07-01,9,195.5295,194.1,194.7,0.7342,True,True,0.00736,True
Blk2.1,B21-M-073,CCPI,EM12,2024-11-01,2025-08-01,10,194.9534,193.3,191.1,0.8652,True,True,0.00855,True
Blk2.1,B21-M-073,CCPI,EM12,2024-11-01,2025-09-01,11,195.0165,193.7,190.9,0.6896,True,True,0.0068,True
Blk2.1,B21-M-073,CCPI,EM12,2024-11-01,2025-10-01,12,194.7821,193.8,189.9,0.5172,True,True,0.00507,True
Blk2.1,B21-M-074,CCPI,EM12,2024-12-01,2024-12-01,1,189.7852,191.7,195.1,-0.9814,True,False,-0.00999,True
Blk2.1,B21-M-074,CCPI,EM12,2024-12-01,2025-01-01,2,189.6765,192.6,200.7,-1.4566,False,False,-0.01518,True
Blk2.1,B21-M-074,CCPI,EM12,2024-12-01,2025-02-01,3,189.6346,192.2,200.6,-1.2789,False,False,-0.01335,True
Blk2.1,B21-M-074,CCPI,EM12,2024-12-01,2025-03-01,4,189.599,191.6,196.7,-1.0173,False,False,-0.01044,True
Blk2.1,B21-M-074,CCPI,EM12,2024-12-01,2025-04-01,5,189.4737,191.2,195.2,-0.8844,True,True,-0.00903,True
Blk2.1,B21-M-074,CCPI,EM12,2024-12-01,2025-05-01,6,189.4687,192.8,194.1,-1.7163,False,False,-0.01728,True
Blk2.1,B21-M-074,CCPI,EM12,2024-12-01,2025-06-01,7,189.6443,194.5,195.6,-2.4825,False,False,-0.02497,False
Blk2.1,B21-M-074,CCPI,EM12,2024-12-01,2025-07-01,8,189.6694,194.1,194.7,-2.2756,False,False,-0.02283,False
Blk2.1,B21-M-074,CCPI,EM12,2024-12-01,2025-08-01,9,189.5968,193.3,191.1,-1.9378,False,False,-0.01916,True
Blk2.1,B21-M-074,CCPI,EM12,2024-12-01,2025-09-01,10,189.5617,193.7,190.9,-2.1678,False,False,-0.02136,False
Blk2.1,B21-M-074,CCPI,EM12,2024-12-01,2025-10-01,11,189.5854,193.8,189.9,-2.2194,False,False,-0.02175,False
Blk2.1,B21-M-074,CCPI,EM12,2024-12-01,2025-11-01,12,189.5837,193.4,189.4,-2.0149,False,False,-0.01973,True
Blk2.1,B21-M-075,CCPI,EM12,2025-01-01,2025-01-01,1,192.4992,192.6,200.7,-0.0502,True,True,-0.00052,True
Blk2.1,B21-M-075,CCPI,EM12,2025-01-01,2025-02-01,2,192.377,192.2,200.6,0.0882,True,True,0.00092,True
Blk2.1,B21-M-075,CCPI,EM12,2025-01-01,2025-03-01,3,192.3151,191.6,196.7,0.3635,True,True,0.00373,True
Blk2.1,B21-M-075,CCPI,EM12,2025-01-01,2025-04-01,4,192.2467,191.2,195.2,0.5362,True,True,0.00547,True
Blk2.1,B21-M-075,CCPI,EM12,2025-01-01,2025-05-01,5,192.1632,192.8,194.1,-0.3281,True,True,-0.0033,True
Blk2.1,B21-M-075,CCPI,EM12,2025-01-01,2025-06-01,6,192.0884,194.5,195.6,-1.2329,False,False,-0.0124,True
Blk2.1,B21-M-075,CCPI,EM12,2025-01-01,2025-07-01,7,192.21,194.1,194.7,-0.9707,True,True,-0.00974,True
Blk2.1,B21-M-075,CCPI,EM12,2025-01-01,2025-08-01,8,192.2605,193.3,191.1,-0.5439,True,True,-0.00538,True
Blk2.1,B21-M-075,CCPI,EM12,2025-01-01,2025-09-01,9,192.5246,193.7,190.9,-0.6157,True,True,-0.00607,True
Blk2.1,B21-M-075,CCPI,EM12,2025-01-01,2025-10-01,10,192.3548,193.8,189.9,-0.761,True,True,-0.00746,True
Blk2.1,B21-M-075,CCPI,EM12,2025-01-01,2025-11-01,11,192.3623,193.4,189.4,-0.5479,True,True,-0.00537,True
Blk2.1,B21-M-075,CCPI,EM12,2025-01-01,2025-12-01,12,192.3933,195.8,191.7,-1.7771,False,False,-0.0174,True
Blk2.1,B21-M-076,CCPI,EM12,2025-02-01,2025-02-01,1,193.1582,192.2,200.6,0.4777,True,True,0.00499,True
Blk2.1,B21-M-076,CCPI,EM12,2025-02-01,2025-03-01,2,193.4876,191.6,196.7,0.9596,True,True,0.00985,True
Blk2.1,B21-M-076,CCPI,EM12,2025-02-01,2025-04-01,3,193.579,191.2,195.2,1.2187,False,False,0.01244,True
Blk2.1,B21-M-076,CCPI,EM12,2025-02-01,2025-05-01,4,193.6205,192.8,194.1,0.4227,True,True,0.00426,True
Blk2.1,B21-M-076,CCPI,EM12,2025-02-01,2025-06-01,5,193.8881,194.5,195.6,-0.3128,True,True,-0.00315,True
Blk2.1,B21-M-076,CCPI,EM12,2025-02-01,2025-07-01,6,194.1703,194.1,194.7,0.0361,True,True,0.00036,True
Blk2.1,B21-M-076,CCPI,EM12,2025-02-01,2025-08-01,7,194.3574,193.3,191.1,0.5533,True,True,0.00547,True
Blk2.1,B21-M-076,CCPI,EM12,2025-02-01,2025-09-01,8,194.6747,193.7,190.9,0.5106,True,True,0.00503,True
Blk2.1,B21-M-076,CCPI,EM12,2025-02-01,2025-10-01,9,194.6777,193.8,189.9,0.4622,True,True,0.00453,True
Blk2.1,B21-M-076,CCPI,EM12,2025-02-01,2025-11-01,10,194.7938,193.4,189.4,0.7359,True,True,0.00721,True
Blk2.1,B21-M-076,CCPI,EM12,2025-02-01,2025-12-01,11,194.6889,195.8,191.7,-0.5796,True,True,-0.00567,True
Blk2.1,B21-M-076,CCPI,EM12,2025-02-01,2026-01-01,12,194.6892,197.0,192.6,-1.1998,False,False,-0.01173,True
Blk2.1,B21-M-077,CCPI,EM12,2025-03-01,2025-03-01,1,187.8926,191.6,196.7,-1.8848,False,False,-0.01935,True
Blk2.1,B21-M-077,CCPI,EM12,2025-03-01,2025-04-01,2,188.4254,191.2,195.2,-1.4214,False,False,-0.01451,True
Blk2.1,B21-M-077,CCPI,EM12,2025-03-01,2025-05-01,3,188.6154,192.8,194.1,-2.1559,False,False,-0.0217,False
Blk2.1,B21-M-077,CCPI,EM12,2025-03-01,2025-06-01,4,188.9916,194.5,195.6,-2.8161,False,False,-0.02832,False
Blk2.1,B21-M-077,CCPI,EM12,2025-03-01,2025-07-01,5,189.3977,194.1,194.7,-2.4152,False,False,-0.02423,False
Blk2.1,B21-M-077,CCPI,EM12,2025-03-01,2025-08-01,6,189.6736,193.3,191.1,-1.8977,False,False,-0.01876,True
Blk2.1,B21-M-077,CCPI,EM12,2025-03-01,2025-09-01,7,190.2392,193.7,190.9,-1.8129,False,False,-0.01787,True
Blk2.1,B21-M-077,CCPI,EM12,2025-03-01,2025-10-01,8,190.5327,193.8,189.9,-1.7205,False,False,-0.01686,True
Blk2.1,B21-M-077,CCPI,EM12,2025-03-01,2025-11-01,9,190.4593,193.4,189.4,-1.5527,False,False,-0.01521,True
Blk2.1,B21-M-077,CCPI,EM12,2025-03-01,2025-12-01,10,190.1911,195.8,191.7,-2.9259,False,False,-0.02865,False
Blk2.1,B21-M-077,CCPI,EM12,2025-03-01,2026-01-01,11,190.6079,197.0,192.6,-3.3188,False,False,-0.03245,False
Blk2.1,B21-M-077,CCPI,EM12,2025-03-01,2026-02-01,12,191.1894,195.3,192.2,-2.1387,False,False,-0.02105,False
Blk2.1,B21-M-078,CCPI,EM13,2024-05-01,2024-05-01,1,193.3784,194.1,192.3,-0.3752,True,True,-0.00372,True
Blk2.1,B21-M-078,CCPI,EM13,2024-05-01,2024-06-01,2,193.0749,195.6,192.3,-1.3131,False,False,-0.01291,True
Blk2.1,B21-M-078,CCPI,EM13,2024-05-01,2024-07-01,3,194.0089,194.7,190.2,-0.3633,True,True,-0.00355,True
Blk2.1,B21-M-078,CCPI,EM13,2024-05-01,2024-08-01,4,194.3639,191.1,190.1,1.717,False,False,0.01708,True
Blk2.1,B21-M-078,CCPI,EM13,2024-05-01,2024-09-01,5,194.4134,190.9,191.8,1.8318,False,False,0.0184,True
Blk2.1,B21-M-078,CCPI,EM13,2024-05-01,2024-10-01,6,194.3191,189.9,191.4,2.3088,False,False,0.02327,False
Blk2.1,B21-M-078,CCPI,EM13,2024-05-01,2024-11-01,7,195.214,189.4,193.4,3.0062,False,False,0.0307,False
Blk2.1,B21-M-078,CCPI,EM13,2024-05-01,2024-12-01,8,195.6403,191.7,195.1,2.0196,False,False,0.02055,False
Blk2.1,B21-M-078,CCPI,EM13,2024-05-01,2025-01-01,9,196.9113,192.6,200.7,2.1481,False,False,0.02238,False
